=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.28 19:47:18 =~=~=~=~=~=~=~=~=~=~=~=
00:02:52.019: Update in progress (Total 592432/840672 bytes).  70%
00:00:26.709: Set statuses from dhwTarget
00:00:26.904: Set statuses from op
00:00:27.103: Set statuses from opentherm
00:00:27.105: Set statuses from isCentralHeatingActive
00:00:27.108: Set statuses from isHotWaterActive
00:00:27.110: Set statuses from isFlameOn
00:00:27.112: Set statuses from isCoolingActive
00:00:27.115: Set statuses from isDiagnostic
00:00:27.312: Set statuses from getModulation
00:00:27.507: Set statuses from getBoilerTemperature
00:00:27.704: Set statuses from getDHWTemperature
00:00:27.904: Set statuses from getReturnTemperature
00:00:28.104: Set statuses from getPressure
00:00:28.107: Set statuses from opentherm
00:00:28.109: Set fault status from opentherm
00:00:28.113: MainLoop: ArduinoOTA
00:00:28.121: MainLoop: checkWifi
00:00:28.124: MainLoop: Websocket cleanup
00:00:28.126: Update_OpenTherm_data
00:00:28.129: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:28.132: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 20.38
00:00:28.405: Processed Opentherm and get response
00:00:28.408: Set statuses from dhwTarget
00:00:28.605: Set statuses from op
00:00:28.805: Set statuses from opentherm
00:00:28.808: Set statuses from isCentralHeatingActive
00:00:28.810: Set statuses from isHotWaterActive
00:00:28.813: Set statuses from isFlameOn
00:00:28.815: Set statuses from isCoolingActive
00:00:28.818: Set statuses from isDiagnostic
00:00:29.014: Set statuses from getModulation
00:00:29.210: Set statuses from getBoilerTemperature
00:00:29.407: Set statuses from getDHWTemperature
00:00:29.607: Set statuses from getReturnTemperature
00:00:29.807: Set statuses from getPressure
00:00:29.810: Set statuses from opentherm
00:00:29.812: Set fault status from opentherm
00:00:29.816: MainLoop: ArduinoOTA
00:00:29.824: MainLoop: checkWifi
00:00:29.827: MainLoop: Websocket cleanup
00:00:29.829: MainLoopInLoop: loop begin updatedatatowww
00:00:29.831: Update Data to www
00:00:29.836: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:29.840: MainLoopInLoop: notifyclients to /ws in JSON
00:00:29.845: MainLoopInLoop: Influx validateconnection
00:00:29.986: Connected to InfluxDB: http://ha.marm:8086
00:00:29.989: MainLoopInLoop: message str builder to log
00:00:29.992: stats: Uptime: 29s.  ## Free memory: 47% 14.88kB bytes ## Wifi: 82% ## Mqtt reconnects: 0
00:00:29.997: MainLoopInLoop: stats string builder to json
00:00:30.003: MainLoopInLoop: mqttAsync send stats
00:00:30.009: MainLoopInLoop: mqttAsync send WillTopic
00:00:30.012: MainLoop3rdTimed: Ledblonk
00:00:30.015: Update_OpenTherm_data
00:00:30.021: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:30.027: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 20.38
00:00:30.228: Processed Opentherm and get response
00:00:30.231: Set statuses from dhwTarget
00:00:30.426: Set statuses from op
00:00:30.621: Set statuses from opentherm
00:00:30.624: Set statuses from isCentralHeatingActive
00:00:30.626: Set statuses from isHotWaterActive
00:00:30.628: Set statuses from isFlameOn
00:00:30.630: Set statuses from isCoolingActive
00:00:30.633: Set statuses from isDiagnostic
00:00:30.830: Set statuses from getModulation
00:00:31.026: Set statuses from getBoilerTemperature
00:00:31.222: Set statuses from getDHWTemperature
00:00:31.417: Set statuses from getReturnTemperature
00:00:31.613: Set statuses from getPressure
00:00:31.615: Set statuses from opentherm
00:00:31.617: Set fault status from opentherm
00:00:31.621: MainLoop: ArduinoOTA
00:00:31.629: MainLoop: checkWifi
00:00:31.635: MainLoop: Websocket cleanup
00:00:31.638: Update_OpenTherm_data
00:00:31.641: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:31.644: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 20.38
00:00:31.912: Processed Opentherm and get response
00:00:31.914: Set statuses from dhwTarget
00:00:32.112: Set statuses from op
00:00:32.312: Set statuses from opentherm
00:00:32.315: Set statuses from isCentralHeatingActive
00:00:32.317: Set statuses from isHotWaterActive
00:00:32.320: Set statuses from isFlameOn
00:00:32.322: Set statuses from isCoolingActive
00:00:32.325: Set statuses from isDiagnostic
00:00:32.521: Set statuses from getModulation
00:00:32.717: Set statuses from getBoilerTemperature
00:00:32.914: Set statuses from getDHWTemperature
00:00:33.114: Set statuses from getReturnTemperature
00:00:33.315: Set statuses from getPressure
00:00:33.317: Set statuses from opentherm
00:00:33.319: Set fault status from opentherm
00:00:33.323: MainLoop: ArduinoOTA
00:00:33.331: MainLoop: checkWifi
00:00:33.334: MainLoop: Websocket cleanup
00:00:33.336: MainLoopInLoop: loop begin updatedatatowww
00:00:33.339: Update Data to www
00:00:33.344: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:33.347: MainLoopInLoop: notifyclients to /ws in JSON
00:00:33.352: MainLoopInLoop: Influx validateconnection
00:00:33.486: Connected to InfluxDB: http://ha.marm:8086
00:00:33.488: MainLoopInLoop: message str builder to log
00:00:33.492: stats: Uptime: 33s.  ## Free memory: 44% 14.02kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:00:33.497: MainLoopInLoop: stats string builder to json
00:00:33.502: MainLoopInLoop: mqttAsync send stats
00:00:33.507: MainLoopInLoop: mqttAsync send WillTopic
00:00:33.512: Update_OpenTherm_data
00:00:33.515: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:33.523: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 20.38
00:00:33.724: Processed Opentherm and get response
00:00:33.726: Set statuses from dhwTarget
00:00:33.921: Set statuses from op
00:00:34.116: Set statuses from opentherm
00:00:34.119: Set statuses from isCentralHeatingActive
00:00:34.121: Set statuses from isHotWaterActive
00:00:34.123: Set statuses from isFlameOn
00:00:34.125: Set statuses from isCoolingActive
00:00:34.128: Set statuses from isDiagnostic
00:00:34.325: Set statuses from getModulation
00:00:34.520: Set statuses from getBoilerTemperature
00:00:34.718: Set statuses from getDHWTemperature
00:00:34.764: onNotFound: Check if file exist else return 404
00:00:34.767: webhandleFileRead: /index-mini.css
00:00:34.820: webhandleFileRead: Real file path: (normal) /index-mini.css
00:00:34.918: Set statuses from getReturnTemperature
00:00:34.972: onNotFound: Check if file exist else return 404
00:00:34.975: webhandleFileRead: /index.css
00:00:35.029: webhandleFileRead: Real file path: (normal) /index.css
00:00:35.118: Set statuses from getPressure
00:00:35.121: Set statuses from opentherm
00:00:35.124: Set fault status from opentherm
00:00:35.129: MainLoop: ArduinoOTA
00:00:35.138:
00:00:35.140:
00:00:35.143: Update_OpenTherm_data
00:00:35.146: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:35.149: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 20.38
00:00:35.419: Processed Opentherm and get response
00:00:35.422: Set statuses from dhwTarget

User exception (panic/abort/assert)
--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253679, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253679, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253679, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253679, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253679, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0x40253679, epc2=0x00000000, epc3=0x00000000, excvaddr=0x0000001c, depc=0x00000000

--------------- CUT HERE FOR EXCEPTION DECODER ---------------
Fatal exception 28(LoadProhibitedCause):
epc1=0xFatal exception 2(InstructionRetchErrorCause):
epc1=0x
 ets Jan  8 2013,rst cause:4, boot mode:(3,6)

wdt reset
load 0x4010f000, len 3460, room 16 
tail 4
chksum 0xcc
load 0x3fff20b8, len 40, room 4 
tail 4
chksum 0xc9
csum 0xc9
v000cd3e0
~ld

SDK:2.2.2-dev(38a443e)/Core:3.0.2=30002000/lwIP:STABLE-2_1_2_RELEASE/glue:1.2-48-g7421258/BearSSL:6105635
Starting... MainSetup...
00d00h00m00s.092: FS started. Contents:
00d00h00m00s.106:   FS File: config.cfg, size: 1.23kB
00d00h00m00s.115:   FS File: favicon.ico, size: 1.12kB
00d00h00m00s.118:   FS File: index-mini.css, size: 9.27kB
00d00h00m00s.121:   FS File: index.css, size: 14.01kB
00d00h00m00s.130:   FS File: index.html, size: 27.52kB
00d00h00m00s.133:   FS File: index.js, size: 14.38kB
00d00h00m00s.142:   FS File: roboto.eot.gz, size: 76.33kB
00d00h00m00s.151:   FS File: roboto.svg.gz, size: 53.35kB
00d00h00m00s.159:   FS File: roboto.ttf.gz, size: 76.21kB
00d00h00m00s.168:   FS File: roboto.woff.gz, size: 78.61kB
00d00h00m00s.177:   FS File: robots.txt, size: 0B
00d00h00m00s.185:   FS File: success.html, size: 761B
00d00h00m00s.282: Config loaded. SSID: RGW
00d00h00m00s.284: Config loaded. SSID: RGW, Pass: 48795660266
00d00h00m00s.286: MQTT_Setup. ClientID: opentherm-thermostat, server: ha.marm:1883, Uname: mqqt/wknpim78
00d00h00m00s.291: SetupWiFi...Connecting to: RGW
fpm close 1 
mode : sta(bc:dd:c2:bb:05:0b) + softAP(be:dd:c2:bb:05:0b)
add if0
add if1
dhcp server start:(ip:192.168.4.1,mask:255.255.255.0,gw:192.168.4.1)
bcn 100
bcn 0
del if1
add if1
dhcp server start:(ip:192.168.4.1,mask:255.255.255.0,gw:192.168.4.1)
bcn 100
00d00h00m00s.319: Connecting to Wi-Fi...
00d00h00m00s.324: SSID: RGW  PASS: 48795660266
.....scandone
state: 0 -> 2 (b0)
.state: 2 -> 3 (0)
state: 3 -> 5 (10)
add 0
aid 3
cnt 

connected with RGW, channel 1
dhcp client start...
ip:10.48.18.28,mask:255.255.255.0,gw:10.48.18.10
00:00:04.246: WiFi Task: Connected to Wi-Fi.
00:00:04.248: MQTT: Connecting to MQTT...
00:00:04.365: MQTT: Connected to MQTT.
00:00:04.368: Session present: No
00:00:04.369: MQTT Reconnect Subscribe List...
00:00:04.537: !!!!!!MQTT: Publish received.
00:00:04.545: !!!!!!MQTT: Publish received.
00:00:04.548: MQTT callback Topic: COWoda0/sensor/boilerroom/attributes, Received 550B message ...: {"rssi":-64,"CRT":50,"uptime":647518,"CO0_outside_temperature_North": 19.88,"CO0_outside_temperature_East": 19.19,"CO0_outside_temperature_West": 22.38,"CO0_outside_temperature_South": 20.06,"CO0_outside_temperature_Averange": 20.38,"CO0_boilerroom_temperature_CO": 20.63,"CO0_boilerroom_temperature_Water": 20.94,"CO0_boilerroom_temperature": 24.30,"CO0_boilerroom_pressure": 993,"CO0_boilerroom_high": 0.00,"CO0_boilerroom_highreal": 0.00,"CO0_boilerroom_gasCO": 24.00,"CO0_boilerroom_pump1Water_Energy": 0.01,"CO0_boilerroom_pump2CO_Energy": 0.01}
00:00:04.599: Value is valid number: 20.38
00:00:04.601: NEWS temp  updated from MQTT to: 20.38
00:00:04.606: !!!!!!MQTT: Publish received.
00:00:04.609: MQTT callback Topic: COWoda0/switch/boilerroom/attributes, Received 77B message ...: {"CRT":50,"CO0_boilerroom_pump1Water": "OFF","CO0_boilerroom_pump2CO": "OFF"}
00:00:04.625: PayloadStatus. PayloadStr: OFF
00:00:04.629: PayloadStatus. PayloadStr: OFF
00:00:04.632: Wood/coax CO Pump Status  to:  Disabled
00:00:04.637: PayloadStatus. PayloadStr: OFF
00:00:04.641: PayloadStatus. PayloadStr: OFF
00:00:04.645: Wood/coax Water Pump Status  to:  Disabled
00:00:04.651: !!!!!!MQTT: Publish received.
00:00:04.658: !!!!!!MQTT: Publish received.
00:00:04.661: MQTT callback Topic: FLOORH1/sensor/room/attributes, Received 807B message ...: {"rssi":-89,"HallSensor1":65,"CRT":683,"FL1_room_temperature_1": 21.94,"FL1_room_temperature_setpoint_1": 21.00,"FL1_room_temperature_2": 22.62,"FL1_room_temperature_setpoint_2": 21.00,"FL1_room_temperature_4": 23.94,"FL1_room_temperature_setpoint_4": 22.00,"FL1_room_temperature_5": 28.80,"FL1_room_temperature_setpoint_5": 20.50,"FL1_room_temperature_6": 23.44,"FL1_room_temperature_setpoint_6": 22.50,"FL1_room_temperature_9": 23.31,"FL1_room_temperature_setpoint_9": 27.00,"FL1_room_temperature_10": 23.50,"FL1_room_temperature_setpoint_10": 20.50,"FL1_room_temperature_12": 23.19,"FL1_room_temperature_13": 30.06,"FL1_room_temperature_0": 21.94,"FL1_room_temperature_setpoint_0": 22.50,"FL1_room_temperature_0_DHT_Temp": 29.50,"FL1_room_humidity_0_DHT_Humid": 42.30,"FL1_room_pumpstate_0_pumpstate": 0}
00:00:04.740: Value is valid number: 21.94
00:00:04.742: Floor1temp  set to: 21.94
00:00:04.747: Value is valid number: 22.50
00:00:04.749: Floor1temp  Setpoint set to: 22.50
00:00:04.756: !!!!!!MQTT: Publish received.
.00:00:04.760: WiFi Connected OK
00:00:04.762: Hostname: ESP-BB050B, LocalIP: 10.48.18.28
00:00:04.764: Setup Arduino OTA...
00:00:04.769: Setup DNS...
00:00:04.773: WebSocket server started.
00:00:04.783: !!!!!!MQTT: Publish received.
00:00:04.786: MQTT callback Topic: FLOORH2/sensor/room/attributes, Received 735B message ...: {"rssi":-76,"HallSensor2":99,"CRT":3206,"FL2_room_temperature_1": 22.44,"FL2_room_temperature_setpoint_1": 24.50,"FL2_room_temperature_2": 23.00,"FL2_room_temperature_setpoint_2": 23.50,"FL2_room_temperature_4": 23.00,"FL2_room_temperature_setpoint_4": 23.50,"FL2_room_temperature_6": 23.06,"FL2_room_temperature_setpoint_6": 23.50,"FL2_room_temperature_9": 22.75,"FL2_room_temperature_setpoint_9": 27.50,"FL2_room_temperature_10": 22.75,"FL2_room_temperature_setpoint_10": 20.50,"FL2_room_temperature_12": 23.00,"FL2_room_temperature_13": 30.06,"FL2_room_temperature_0": 22.44,"FL2_room_temperature_setpoint_0": 24.50,"FL2_room_temperature_0_DHT_Temp": 29.50,"FL2_room_humidity_0_DHT_Humid": 33.40,"FL2_room_pumpstate_0_pumpstate": 0}
00:00:04.854: Value is valid number: 22.44
00:00:04.856: Floor2temp  set to: 22.44
00:00:04.861: Value is valid number: 24.50
00:00:04.863: Floor2temp  Setpoint set to: 24.50
00:00:04.880: HTTP server started.
00:00:04.883: Update Data to www
00:00:04.888: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:05.312: Connected to InfluxDB: http://ha.marm:8086
00:00:05.314: 2: exception reset, GPIO status won’t change
00:00:06.321: Dallas Temp: -127.00
00:00:06.324: end setup....
00:00:06.327: MainLoop: ArduinoOTA
00:00:06.329: MainLoop: checkWifi
00:00:06.331: MainLoop: Websocket cleanup
00:00:06.333: MainLoopInLoop: loop begin updatedatatowww
00:00:06.334: Update Data to www
00:00:06.339: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:00:06.343: MainLoopInLoop: notifyclients to /ws in JSON
00:00:06.350: MainLoopInLoop: Influx validateconnection
00:00:06.480: Connected to InfluxDB: http://ha.marm:8086
00:00:06.482: MainLoopInLoop: message str builder to log
00:00:06.485: stats: Uptime: 6s.  ## Free memory: 58% 18.41kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:00:06.491: MainLoopInLoop: stats string builder to json
00:00:06.496: MainLoopInLoop: mqttAsync send stats
00:00:06.501: MainLoopInLoop: mqttAsync send WillTopic
00:00:06.505: MainLoop2ndTimed: entry on mqttmessage or time
00:00:06.510: Update MQTT and influxDB. lastUpdatemqtt: 00d00h00m00s.000 receivedmqttdata: 1 mqttUpdateInterval_ms: 60000
00:00:06.521: MainLoop2ndTimed: Update InfluxDB
00:00:06.526: Sending data to InfluxDB ...
00:00:06.537: Writing to InfluxDB:
00:00:06.539: MainLoop2ndTimed: Update MQTT data
00:00:06.541: Sending data to MQTT ...
00:00:06.544: EnableHW: on
00:00:06.546: Status_Cooling: on
00:00:06.549: mqtt publish HomeAssistant start
00:00:06.605: MainLoop3rdTimed: Ledblonk
00:00:06.612: Update_OpenTherm_data
00:00:06.615: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:00:06.617: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 20.38
00:00:06.853: Processed Opentherm and get response
00:00:06.856: Set statuses from dhwTarget
00:00:07.054: Set statuses from op
00:00:07.254: Set statuses from opentherm
00:00:07.256: Set statuses from isCentralHeatingActive
00:00:07.258: Set statuses from isHotWaterActive
00:00:07.260: Set statuses from isFlameOn
00:00:07.262: Set statuses from isCoolingActive
00:00:07.266: Set statuses from isDiagnostic
00:00:07.463: Set statuses from getModulation
00:00:07.658: Set statuses from getBoilerTemperature
00:00:07.855: Set statuses from getDHWTemperature
00:00:08.056: Set statuses from getReturnTemperature
00:00:08.256: Set statuses from getPressure
00:00:08.259: Set statuses from opentherm
00:00:08.260: Set fault status from opentherm
00:00:08.262: Saving config to EEPROM memory...
00:00:08.264: Saving config...........................prepare
